cpg,p.value,stderr,parameter,statistic,group1,group2,conf1,conf2,CHR,BP,SYMBOL
cg10397765,0.42563259,0.004086553,146.7459545,-0.798911993,0.027265483,0.030530279,-0.011340895,0.004811302,chr14,61113109,SIX1
cg03327263,0.42589106,0.00927966,118.769324,-0.798990116,0.035642816,0.043057173,-0.025789378,0.010960664,chr1,6304499,HES3
cg21646326,0.4261388,0.001246363,138.7627353,0.798164662,0.009812423,0.00881762,-0.001469515,0.003459121,chr4,77227811,FAM47E-STBD1
cg17399362,0.42632907,0.003009119,139.1921114,0.797828421,0.024491479,0.022090718,-0.00354873,0.00835025,chr19,15343345,EPHX3
cg16895814,0.426373102,0.003719425,144.3201475,-0.797668973,0.023229851,0.026196721,-0.010318454,0.004384715,chr1,226266748,H3-3A
cg03279206,0.426443066,0.002976218,147.9994303,-0.79749185,0.020834312,0.023207822,-0.008254882,0.003507862,chr20,3064001,AVP
cg03231647,0.426712862,0.006039199,130.4379405,-0.797322345,0.025456853,0.030272041,-0.016762645,0.007132268,chr2,237081650,GBX2
cg05678033,0.427011291,0.008608608,147.9986032,-0.79651038,0.047475851,0.054332697,-0.023868512,0.01015482,chr12,115104591,TBX3
cg04933530,0.427142543,0.002778534,146.5563477,-0.796305417,0.019299838,0.0215124,-0.007703732,0.003278608,chr14,77419754,IRF2BPL
cg04415798,0.427268583,0.002650816,144.5110777,-0.796119255,0.019298263,0.021408629,-0.007349746,0.003129014,chr14,37128586,PAX9
cg20256494,0.427540603,0.00363368,143.7347356,-0.795661928,0.025651605,0.028542786,-0.010073535,0.004291173,chr22,30116439,CABP7
cg16364121,0.427592347,0.003103546,147.4698069,-0.795515398,0.020002674,0.022471593,-0.008602087,0.00366425,chr17,35291924,LHX1
cg20691101,0.42763781,0.002669466,100.9341672,0.796453574,0.015232185,0.013106079,-0.003169439,0.00742165,chr4,991081,IDUA
cg05654290,0.427960706,0.004250743,146.0116281,-0.794902015,0.023320297,0.026699221,-0.011779857,0.005022008,chr9,74764766,GDA
cg09511815,0.42806119,0.007125129,147.6648575,-0.794703882,0.032616255,0.038278623,-0.01974276,0.008418024,chr13,73211779,MZT1
cg26449586,0.428299655,0.004229765,135.9362466,-0.794482132,0.02652257,0.029883043,-0.011725126,0.00500418,chr16,67701378,C16orf86
cg20267005,0.429019571,0.005107147,146.2772609,-0.79307335,0.03140443,0.035454772,-0.014143669,0.006042985,chr19,36400049,TYROBP
cg12181372,0.429248859,0.0065919,140.4629875,-0.792769943,0.03935231,0.04457817,-0.018258025,0.007806305,chr20,58508123,FAM217B
cg19411025,0.429584197,0.003063457,144.8843826,-0.792122658,0.019680838,0.022107472,-0.008481473,0.003628206,chr5,87968118,LINC00461
cg26854559,0.429820935,0.003245561,147.9185294,-0.791669771,0.019060958,0.021630371,-0.008983068,0.003844243,chr4,20393304,SLIT2
cg08328483,0.430145487,0.007492396,147.9236019,-0.791111602,0.045649201,0.051576522,-0.020733276,0.008878634,chr16,31119196,BCKDK
cg02341556,0.430165701,0.005029715,143.5761879,0.791142693,0.038039676,0.034060454,-0.005962636,0.013921081,chr11,118781978,BCL9L
cg23943309,0.430194887,0.005604683,144.5518973,-0.79107739,0.029531039,0.033964777,-0.015511456,0.00664398,chr5,115087169,CDO1
cg04481212,0.430336904,0.002473916,141.1513439,-0.790886825,0.018489911,0.020446498,-0.006847304,0.002934129,chr11,27740495,BDNF
cg04841607,0.43044681,0.004074338,134.7226564,-0.790806549,0.024788282,0.028010296,-0.011279951,0.004835924,chr7,148286944,C7orf33
cg13790837,0.430524269,0.002926484,138.2496096,-0.790612532,0.017459161,0.019772877,-0.008100171,0.00347274,chr10,13625425,PRPF18
cg00970313,0.430538383,0.002807696,143.3725152,-0.790505241,0.015757811,0.01797731,-0.007769327,0.00333033,chr14,37125914,PAX9
cg20097440,0.430580742,0.002455634,134.5792401,-0.790578839,0.017190859,0.019132231,-0.006797998,0.002915254,chr2,72374969,CYP26B1
cg02696327,0.430793508,0.005604403,147.4932653,-0.790004343,0.042143657,0.04657116,-0.015502803,0.006647798,chr16,49312543,CBLN1
cg07921712,0.431008914,0.003062022,147.6590106,-0.789631951,0.025726471,0.028144342,-0.008468916,0.003633175,chr15,96596630,NR2F2-AS1
cg19924619,0.431015067,0.001838536,146.6829858,-0.789635831,0.013415261,0.014867035,-0.005085214,0.002181667,chr1,165323692,LMX1A
cg00091285,0.431360665,0.001173274,144.4939692,-0.789075566,0.008234866,0.009160668,-0.003244798,0.001393195,chr1,98511031,MIR137HG
cg18528367,0.431393578,0.002667231,126.0728425,-0.789342942,0.014668842,0.016774203,-0.007383703,0.003172982,chr6,100912822,SIM1
cg18151676,0.431486707,0.0015485,137.5870421,-0.78897043,0.010551918,0.011773639,-0.004283656,0.001840215,chr14,45722704,MIS18BP1
cg22195133,0.431510313,0.002248854,145.9846773,-0.788796097,0.015845046,0.017618933,-0.006218403,0.002670629,chr18,45534586,ZBTB7C
cg18234145,0.431639894,0.001673408,144.2045245,-0.788600786,0.011599026,0.012918676,-0.004627227,0.001987925,chr12,71833838,TSPAN8
cg25052664,0.431686926,0.003627923,146.2853099,0.788488541,0.026380701,0.023520125,-0.004309338,0.010030489,chr8,41733652,ANK1
cg26416466,0.43178102,0.002685538,130.9175204,-0.788583701,0.016220762,0.018338534,-0.007430438,0.003194895,chr15,66546708,MEGF11
cg23074732,0.431832327,0.002093024,145.0447142,-0.788257789,0.015374838,0.01702468,-0.005786608,0.002486924,chr22,19644239,SEPT5-GP1BB
cg08474651,0.432106009,0.005324863,146.410882,-0.787767856,0.033467925,0.037662681,-0.014718279,0.006328767,chr2,201729683,CLK1
cg14040871,0.432293434,0.002281721,140.7003534,-0.787534962,0.017499459,0.019296394,-0.006307826,0.002713955,chr9,116970845,COL27A1
cg08130144,0.432352136,0.00228812,147.2706676,0.787333169,0.017410664,0.015609152,-0.002720277,0.006323302,chr4,41883493,TMEM33
cg24569492,0.432738469,0.003377388,147.8014431,-0.786663365,0.022890707,0.025547574,-0.009331074,0.004017339,chr2,66808811,MEIS1
cg01371155,0.432891844,0.00311766,140.0981407,-0.786519059,0.023598293,0.026050391,-0.008615843,0.003711645,chr1,216774598,ESRRG
cg24302235,0.432986879,0.002857529,130.4662406,-0.78652399,0.017881562,0.020129078,-0.007900606,0.003405575,chr3,170746073,SLC2A2
cg18894648,0.433126325,0.003841333,142.5750706,-0.78607795,0.027990645,0.031010232,-0.010612914,0.004573739,chr5,87974446,LINC00461
cg10257905,0.433258014,0.007850771,145.5157872,-0.785807387,0.045798182,0.051967376,-0.021685463,0.009347075,chr17,12568092,MYOCD
cg27508551,0.433362595,0.002167943,132.044805,-0.785851161,0.013226292,0.014929972,-0.005992071,0.002584711,chr7,27195918,HOXA7
cg24932585,0.4334474,0.006020543,147.2759352,-0.785457094,0.036216017,0.040944896,-0.016626691,0.007168935,chr19,12666317,ZNF564
cg18264638,0.433663687,0.001444832,145.6834571,-0.785110514,0.010781936,0.011916288,-0.003989891,0.001721186,chr14,104602474,KIF26A
cg23478284,0.433970158,0.002112371,146.1950469,-0.78457859,0.013477461,0.015134782,-0.005832049,0.002517407,chr4,87516007,PTPN13
cg18560204,0.434222878,0.006856445,82.15480203,0.785838315,0.022062645,0.016674588,-0.008251211,0.019027326,chr15,83953709,BNC1
cg04337928,0.434815211,0.002071758,131.6645315,-0.783372595,0.01228659,0.013909548,-0.005721196,0.00247528,chr17,79320473,TMEM105
cg18135771,0.434996321,0.002491359,147.6582281,-0.78280323,0.018574543,0.020524786,-0.006873569,0.002973081,chr3,13323959,NUP210
cg27190385,0.435066621,0.002565082,147.3996203,-0.782686915,0.016153491,0.018161147,-0.007076742,0.00306143,chr6,10421865,TFAP2A
cg15214506,0.435127856,0.005047698,147.1223035,-0.782586376,0.032552187,0.036502446,-0.01392562,0.006025101,chr4,177120846,SPATA4
cg23479191,0.435512327,0.009651228,135.6128773,-0.782111791,0.062814362,0.070362701,-0.026634719,0.01153804,chr10,54338992,MBL2
cg10769146,0.435554718,0.002349492,147.4492408,-0.78185288,0.017732398,0.019569355,-0.006479983,0.00280607,chr1,214156644,PROX1
cg07152755,0.435688682,0.003995183,146.2513243,-0.781641755,0.024921526,0.028044328,-0.011018552,0.004772948,chr2,105474472,POU3F3
cg22157069,0.43571066,0.004457993,145.7703453,-0.781611355,0.027176865,0.030661283,-0.012295069,0.005326233,chr1,226756482,STUM
cg15810758,0.435775899,0.003642786,147.9452899,-0.781468285,0.02538449,0.028231212,-0.010045336,0.004351892,chr6,99290349,POU3F2
cg17818196,0.435872959,0.00267448,144.2561117,-0.781357089,0.016881576,0.0189713,-0.007375955,0.003196507,chr15,63336009,TPM1
cg06485787,0.435918878,0.003431748,147.9998169,-0.781223577,0.023508458,0.026189421,-0.009462516,0.004100592,chr11,57365717,SERPING1
cg02288301,0.435965136,0.003401905,144.8425048,-0.781191001,0.018456616,0.021114154,-0.009381325,0.004066251,chr2,193060811,TMEFF2
cg25023908,0.435993455,0.002876567,146.7703463,-0.781114168,0.020500185,0.022747113,-0.007931769,0.003437914,chr1,151446126,POGZ
cg06579738,0.436130697,0.002218686,147.9949644,-0.780862365,0.017120087,0.018852575,-0.006116885,0.002651908,chr11,111165311,COLCA1
cg09460231,0.436195845,0.004325557,147.4501718,-0.780759115,0.025296304,0.028673523,-0.011925312,0.005170876,chr8,10736649,XKR6
cg24600895,0.436234584,0.002828478,147.9686831,-0.780685589,0.017917142,0.020125295,-0.007797582,0.003381277,chr3,173303347,NLGN1
cg24850535,0.436351176,0.008228001,141.1814088,-0.780588856,0.043164211,0.049586897,-0.022688699,0.009843327,chr19,47947837,SLC8A2
cg08834401,0.436443267,0.007098929,140.9332304,0.780435743,0.051386547,0.045846289,-0.008493896,0.019574413,chr2,71017846,FIGLA
cg11414921,0.436493488,0.001957251,147.1302819,-0.780256288,0.01402866,0.015555818,-0.005395115,0.002340799,chr22,19712034,SEPT5-GP1BB
cg05500074,0.43662713,0.00144177,147.8369539,-0.780018308,0.009937099,0.011061706,-0.003973747,0.001724533,chr19,50266336,TSKS
cg20974724,0.436641807,0.003545137,147.9271637,-0.779992001,0.025321301,0.02808648,-0.009770833,0.004240475,chr7,121944450,FEZF1-AS1
cg27531982,0.436669289,0.003814654,142.4196244,-0.780027182,0.023289455,0.026264988,-0.010516192,0.004565125,chr19,47958766,SLC8A2
cg05478779,0.436709551,0.00297424,123.6465393,-0.78029313,0.018769425,0.021090204,-0.008207799,0.003566241,chr15,78633437,CRABP1
cg08420572,0.437348859,0.002413341,144.5860338,-0.778836481,0.017927235,0.019806832,-0.006649583,0.002890387,chr19,13124604,NFIX
cg18097850,0.437607315,0.003672369,142.7801221,-0.778423805,0.018855343,0.021714002,-0.010117898,0.004400579,chr19,40005602,SELENOV
cg13596497,0.437624646,0.002507283,143.7449706,0.778379607,0.019738434,0.017786816,-0.003004289,0.006907525,chr13,110959104,COL4A1
cg22124215,0.437721113,0.004118323,142.7800282,-0.778230101,0.024384672,0.027589675,-0.011345767,0.004935761,chr2,217232992,MARCHF4
cg26354222,0.437759,0.003446649,140.2841892,-0.778204552,0.022076774,0.024758971,-0.009496288,0.004131892,chr3,137830015,DZIP1L
cg09226388,0.437933194,0.001708345,146.0720053,-0.777819896,0.011817078,0.013145863,-0.00470505,0.002047481,chr14,54421578,BMP4
cg02429459,0.438025029,0.002480821,145.3923901,-0.777673646,0.016877806,0.018807075,-0.006832401,0.002973862,chr19,12175639,ZNF844
cg22112267,0.438250983,0.00317278,145.6618445,-0.777285338,0.018340361,0.020806516,-0.008736788,0.003804477,chr2,66804706,MEIS1
cg14224762,0.43828434,0.002837823,147.1835864,0.777206479,0.021648887,0.019443312,-0.003402568,0.007813718,chr6,72596566,RIMS1
cg02130905,0.438383537,0.003284102,132.4965041,-0.777272582,0.020449816,0.023002458,-0.009048697,0.003943411,chr8,27116213,STMN4
cg12373617,0.438543853,0.00183045,140.9896597,-0.776858218,0.015627639,0.017049639,-0.005040677,0.002196676,chr5,113698140,KCNN2
cg04579263,0.438583134,0.006845616,143.3552051,-0.776754976,0.045331833,0.050649199,-0.018848756,0.008214023,chr14,91525979,RPS6KA5
cg26335299,0.43858823,0.002974645,145.6678877,-0.776711822,0.020655664,0.022966106,-0.008189481,0.003568597,chr16,67700143,ENKD1
cg15703773,0.438673812,0.005324937,140.5625681,-0.776643977,0.034787061,0.038922641,-0.0146629,0.006391739,chr7,156813342,MNX1-AS1
cg17384056,0.438699728,0.001336837,144.8848886,-0.776533845,0.009558157,0.010596257,-0.003680322,0.001604123,chr19,47742829,BBC3
cg27104448,0.43871402,0.008444369,144.7116708,0.776512125,0.055056538,0.048499383,-0.010133079,0.023247389,chr11,31870646,PAX6-AS1
cg06270244,0.438791965,0.001653595,132.1940951,-0.776583322,0.011696769,0.012980924,-0.004555084,0.001986776,chr15,78933407,CHRNB4
cg23279152,0.439031554,0.003276373,130.1186972,0.776213543,0.022061154,0.019517989,-0.003938691,0.009025021,chr4,75856823,PARM1
cg14409810,0.43940429,0.002734304,147.4279185,-0.775299877,0.018420851,0.020540756,-0.007523398,0.003283587,chr9,140172908,TOR4A
cg07068062,0.439515363,0.008073498,85.09171412,0.776656032,0.026264124,0.019993794,-0.009781696,0.022322357,chr19,46002528,PPM1N
cg00695982,0.439646116,0.003551253,117.1601371,0.775433154,0.019128244,0.016374485,-0.004279211,0.00978673,chr8,64210438,YTHDF3
cg01650904,0.439647657,0.003135053,147.6116419,-0.774884085,0.020223273,0.022652576,-0.008624686,0.003766081,chr20,37354889,SLC32A1
cg14597214,0.439651288,0.002276392,147.9675701,-0.774872869,0.019401987,0.021165902,-0.006262353,0.002734523,chr8,38585937,TACC1
cg14089692,0.439699364,0.003883354,146.6662595,-0.774809859,0.024881278,0.027890139,-0.010683419,0.004665697,chr20,3662546,ADAM33
cg24115061,0.439816135,0.004393219,142.9756727,-0.774666221,0.029752936,0.033156214,-0.012087332,0.005280776,chr1,91298006,ZNF644
cg11641791,0.439979671,0.006890872,147.3004801,-0.774325064,0.048348977,0.053684752,-0.018953515,0.008281965,chr17,38821429,KRT222
cg25003275,0.440020005,0.008969842,143.1310854,-0.77431788,0.048763696,0.055709205,-0.024675987,0.010784969,chr4,7940128,AFAP1
cg05337137,0.440380256,0.004546287,140.8208311,-0.773742181,0.024664318,0.028181972,-0.01250545,0.005470142,chr4,6223463,LINC02495
cg20119487,0.440452426,0.003729846,126.5660701,-0.773867188,0.023589232,0.026475638,-0.010267341,0.00449453,chr11,61723124,BEST1
cg22932804,0.440671974,0.004710103,145.1738462,-0.773181673,0.028230427,0.031872192,-0.012951001,0.005667469,chr1,50513451,ELAVL4
cg11913496,0.441022472,0.001738819,132.7156439,-0.772787163,0.010272371,0.011616108,-0.004783122,0.002095647,chr18,43914226,RNF165
cg04385236,0.441419675,0.002539081,145.2249759,-0.771913972,0.017090828,0.01905078,-0.006978278,0.003058374,chr3,157261273,SLC66A1L
cg05335975,0.441544216,0.003532347,147.8521974,-0.771665387,0.02315183,0.02587762,-0.009706199,0.004254618,chr14,24045702,JPH4
cg10103266,0.441580137,0.003794573,133.4298538,-0.771829686,0.018350487,0.021279251,-0.010434061,0.004576533,chr2,176977458,HOXD11
cg15240990,0.441582116,0.003554019,137.1040509,-0.771764475,0.024713872,0.027456738,-0.009770645,0.004284915,chr19,10959157,C19orf38
cg15822394,0.441699624,0.006335002,147.8701751,-0.771402023,0.040010988,0.044897821,-0.017405665,0.007631998,chr19,17877733,FCHO1
cg15922611,0.441717787,0.005787794,142.8411185,-0.771444541,0.037436653,0.041901616,-0.015905759,0.006975834,chr4,114882334,ARSJ
cg01995480,0.441813176,0.001822667,145.2405943,-0.771247469,0.011840307,0.013246034,-0.005008104,0.00219665,chr22,45405827,PHF21B
cg09644065,0.442069862,0.003000039,146.3640778,-0.770796794,0.018893924,0.021206345,-0.008241411,0.00361657,chr6,127835750,SOGA3
cg18002814,0.442229401,0.001869573,147.8489075,-0.77050579,0.014427953,0.015868469,-0.005135052,0.002254019,chr17,15406377,TVP23C-CDRT4
cg17277529,0.442276874,0.003179838,146.1333948,-0.770449862,0.021120394,0.0235703,-0.008734316,0.003834505,chr11,69633959,FGF3
cg05602642,0.442555679,0.004998417,147.5404236,-0.769958282,0.037242665,0.041091238,-0.013726312,0.006029166,chr22,47081634,CERK
cg02233197,0.442683609,0.00227113,141.4836106,-0.769830929,0.015197288,0.016945674,-0.006238121,0.002741349,chr15,51390542,TNFAIP8L3
cg00508771,0.442720728,0.002274799,147.9474316,-0.7696735,0.013190842,0.014941694,-0.006246148,0.002744442,chr2,166152734,SCN2A
cg22865058,0.442756095,0.001555576,145.2772909,-0.769651784,0.010687904,0.011885155,-0.004271734,0.001877231,chr11,2905931,CDKN1C
cg26322816,0.442943813,0.006584886,147.1265547,-0.769307956,0.035324397,0.040390202,-0.018078983,0.007947373,chr3,27760732,EOMES
cg25632900,0.442980722,0.008477182,76.57154232,0.771167746,0.020281903,0.013744574,-0.010344404,0.023419062,chr15,74429109,ISLR2
cg27566858,0.443473617,0.001719768,144.4516266,0.768451283,0.013088787,0.011767228,-0.002077603,0.00472072,chr1,208084099,CD34
cg06664900,0.443581915,0.002944493,139.268317,-0.768347094,0.018380123,0.020642516,-0.008084081,0.003559295,chr16,2073792,NPW
cg00503840,0.443772319,0.003253645,147.4936735,-0.767903242,0.021438971,0.023937455,-0.008928268,0.003931299,chr7,96650509,DLX5
cg15381326,0.443966372,0.005077737,147.9828068,-0.767568823,0.030467288,0.034364801,-0.013931753,0.006136727,chr7,107205253,DUS4L
cg08965100,0.444026297,0.003919523,135.6654705,-0.767654838,0.024206145,0.027214985,-0.010760106,0.004742425,chr16,1198588,CACNA1H
cg01007828,0.444164577,0.002747776,147.3688017,-0.767242906,0.017487545,0.019595757,-0.007538345,0.003321922,chr16,62070306,CDH8
cg06868622,0.444361235,0.003666271,142.7584776,0.76697785,0.026878045,0.024066097,-0.004435245,0.010059142,chr20,655888,SRXN1
cg11284842,0.444387484,0.003018651,138.9290625,-0.766992379,0.021154852,0.023470135,-0.00828372,0.003653155,chr5,92931817,NR2F1
cg08291024,0.444413583,0.003789736,147.0608906,-0.766827113,0.023369241,0.026275314,-0.010395449,0.004583305,chr1,165324411,LMX1A
cg25152136,0.444686315,0.002376532,147.9869032,-0.766354169,0.018428105,0.02024937,-0.006517587,0.002875057,chr3,139655077,CLSTN2
cg22245862,0.444713695,0.002338962,145.6378473,-0.766341153,0.014913353,0.016705796,-0.006415136,0.002830251,chr4,942544,TMEM175
cg05383670,0.444798891,0.001531003,144.4262515,-0.766215008,0.009688238,0.010861315,-0.004199144,0.001852989,chr11,64879206,VPS51
cg24753760,0.444847146,0.00662809,139.5260114,-0.766207586,0.035698443,0.040776936,-0.018182971,0.008025985,chr6,101846767,GRIK2
cg09146263,0.44490684,0.002670122,147.6864107,0.765986533,0.0223488,0.020303522,-0.003231304,0.007321859,chr1,32930375,ZBTB8A
cg01869360,0.44527317,0.002774664,146.6883361,-0.765383096,0.020793417,0.022917098,-0.007607161,0.003359799,chr2,88315450,KRCC1
cg07423205,0.445294144,0.002333727,144.5629479,-0.765378175,0.016381281,0.018167464,-0.006398818,0.002826451,chr5,37834672,GDNF
cg23016080,0.445509986,0.006651515,141.2358721,-0.765063924,0.032819105,0.037907939,-0.018238233,0.008060565,chr15,44486450,FRMD5
cg21646598,0.445591834,0.002784279,146.7710697,-0.764845069,0.020592596,0.022722139,-0.007631998,0.003372914,chr21,28339907,ADAMTS5
cg15239123,0.445646575,0.002340918,147.9547193,0.764736347,0.019094196,0.017304011,-0.002835767,0.006416136,chr14,70346413,SMOC1
cg26162108,0.445771192,0.004587458,147.992659,-0.764525959,0.028046801,0.031554032,-0.012572613,0.005558152,chr12,54410323,HOXC4
cg20919781,0.446010772,0.0026941,147.5000498,-0.764129417,0.018103213,0.020161854,-0.007382662,0.00326538,chr8,37552088,ZNF703
cg22763718,0.44606828,0.002080233,114.3600426,-0.764627559,0.01301461,0.014605214,-0.005711391,0.002530183,chr13,53422780,PCDH8
cg26712080,0.446133775,0.00238786,147.9442005,-0.763916209,0.016930734,0.018754859,-0.006542844,0.002894594,chr3,55519588,WNT5A
cg18064927,0.446490439,0.00395748,147.5597068,-0.763321354,0.022927393,0.025948222,-0.010841486,0.004799828,chr4,111531975,PITX2
cg02167020,0.446608287,0.001803277,147.3480532,-0.763126044,0.011865958,0.013242086,-0.004939754,0.002187499,chr10,102899949,TLX1
